query_id,strict_all_score
2024-113215,0.4166666666666667
2024-113215,0.5
2024-113215,0.4166666666666667
2024-113215,0.3333333333333333
2024-113215,0.3333333333333333
2024-113215,0.25
2024-113215,0.6666666666666666
2024-113215,0.75
2024-113215,0.5
2024-113215,0.5833333333333334
2024-113215,0.4166666666666667
2024-113215,0.3333333333333333
2024-113215,0.5
2024-113215,0.3333333333333333
2024-113215,0.6666666666666666
2024-113215,0.5833333333333334
2024-113215,0.3333333333333333
2024-113215,0.5
2024-113215,0.5
2024-113215,0.3333333333333333
2024-113215,0.25
2024-113215,0.25
2024-113215,0.4166666666666667
2024-113215,0.4166666666666667
2024-113215,0.4166666666666667
2024-113215,0.5
2024-113215,0.5833333333333334
2024-113215,0.3333333333333333
2024-113215,0.4166666666666667
2024-113215,0.16666666666666666
2024-113215,0.3333333333333333
2024-113646,0.38461538461538464
2024-113646,0.46153846153846156
2024-113646,0.46153846153846156
2024-113646,0.38461538461538464
2024-113646,0.46153846153846156
2024-113646,0.38461538461538464
2024-113646,0.38461538461538464
2024-113646,0.6923076923076923
2024-113646,0.6153846153846154
2024-113646,0.6153846153846154
2024-113646,0.6153846153846154
2024-113646,0.6153846153846154
2024-113646,0.6153846153846154
2024-113646,0.5384615384615384
2024-113646,0.5384615384615384
2024-113646,0.38461538461538464
2024-113646,0.38461538461538464
2024-113646,0.5384615384615384
2024-113646,0.5384615384615384
2024-113646,0.38461538461538464
2024-113646,0.7692307692307693
2024-113646,0.5384615384615384
2024-113646,0.46153846153846156
2024-113646,0.38461538461538464
2024-113646,0.38461538461538464
2024-113646,0.3076923076923077
2024-113646,0.6153846153846154
2024-113646,0.38461538461538464
2024-113646,0.46153846153846156
2024-113646,0.6153846153846154
2024-113646,0.6153846153846154
2024-113646,0.5384615384615384
2024-113646,0.46153846153846156
2024-113646,0.38461538461538464
2024-113646,0.6153846153846154
2024-113646,0.5384615384615384
2024-113646,0.5384615384615384
2024-113646,0.5384615384615384
2024-113646,0.38461538461538464
2024-113646,0.6153846153846154
2024-113646,0.38461538461538464
2024-113646,0.38461538461538464
2024-113646,0.38461538461538464
2024-113646,0.6923076923076923
2024-113646,0.38461538461538464
2024-113646,0.38461538461538464
2024-113646,0.38461538461538464
2024-113646,0.6153846153846154
2024-113646,0.6153846153846154
2024-114095,0.3333333333333333
2024-114095,0.5
2024-114095,0.5
2024-114095,0.4166666666666667
2024-114095,0.08333333333333333
2024-114095,0.3333333333333333
2024-114095,0.3333333333333333
2024-114095,0.5
2024-114095,0.3333333333333333
2024-114095,0.25
2024-114095,0.25
2024-114095,0.25
2024-114095,0.3333333333333333
2024-114095,0.3333333333333333
2024-114095,0.5833333333333334
2024-114095,0.16666666666666666
2024-114095,0.5833333333333334
2024-114095,0.3333333333333333
2024-114095,0.25
2024-114095,0.25
2024-114095,0.4166666666666667
2024-114095,0.08333333333333333
2024-114095,0.3333333333333333
2024-114095,0.25
2024-114095,0.3333333333333333
2024-114095,0.16666666666666666
2024-114095,0.25
2024-114095,0.4166666666666667
2024-114095,0.08333333333333333
2024-114095,0.25
2024-114095,0.4166666666666667
2024-114095,0.4166666666666667
2024-114095,0.4166666666666667
2024-114095,0.25
2024-114095,0.4166666666666667
2024-114095,0.5
2024-114095,0.25
2024-114095,0.16666666666666666
2024-114095,0.4166666666666667
2024-114095,0.5
2024-114095,0.5833333333333334
2024-114095,0.3333333333333333
2024-114095,0.4166666666666667
2024-114095,0.25
2024-114095,0.4166666666666667
2024-114095,0.25
2024-114095,0.3333333333333333
2024-114095,0.3333333333333333
2024-114095,0.3333333333333333
2024-121840,0.16666666666666666
2024-121840,0.4166666666666667
2024-121840,0.3333333333333333
2024-121840,0.25
2024-121840,0.4166666666666667
2024-121840,0.5
2024-121840,0.3333333333333333
2024-121840,0.5
2024-121840,0.4166666666666667
2024-121840,0.4166666666666667
2024-121840,0.3333333333333333
2024-121840,0.5
2024-121840,0.16666666666666666
2024-121840,0.4166666666666667
2024-121840,0.5833333333333334
2024-121840,0.4166666666666667
2024-121840,0.0
2024-121840,0.25
2024-121840,0.5
2024-121840,0.16666666666666666
2024-121840,0.3333333333333333
2024-121840,0.4166666666666667
2024-121840,0.16666666666666666
2024-121840,0.25
2024-121840,0.16666666666666666
2024-121840,0.08333333333333333
2024-121840,0.25
2024-121840,0.16666666666666666
2024-121840,0.25
2024-121840,0.08333333333333333
2024-121840,0.0
2024-121840,0.25
2024-121840,0.4166666666666667
2024-121840,0.5
2024-121840,0.25
2024-121840,0.3333333333333333
2024-121840,0.75
2024-121840,0.5
2024-121840,0.4166666666666667
2024-121840,0.3333333333333333
2024-121840,0.3333333333333333
2024-121840,0.4166666666666667
2024-121840,0.5
2024-121840,0.3333333333333333
2024-121840,0.4166666666666667
2024-121840,0.3333333333333333
2024-121840,0.4166666666666667
2024-121840,0.6666666666666666
2024-121840,0.5
2024-126056,0.3333333333333333
2024-126056,0.6666666666666666
2024-126056,0.75
2024-126056,0.5833333333333334
2024-126056,0.75
2024-126056,0.5833333333333334
2024-126056,0.5833333333333334
2024-126056,0.6666666666666666
2024-126056,0.5
2024-126056,0.75
2024-126056,0.5833333333333334
2024-126056,0.5
2024-126056,0.4166666666666667
2024-126056,0.4166666666666667
2024-126056,0.5833333333333334
2024-126056,0.75
2024-126056,0.5833333333333334
2024-126056,0.5833333333333334
2024-126056,0.6666666666666666
2024-126056,0.4166666666666667
2024-126056,0.75
2024-126056,0.4166666666666667
2024-126056,0.4166666666666667
2024-126056,0.25
2024-126056,0.75
2024-126056,0.5
2024-126056,0.5833333333333334
2024-126056,0.25
2024-126056,0.8333333333333334
2024-126056,0.6666666666666666
2024-126056,0.25
2024-126056,0.25
2024-126056,0.4166666666666667
2024-126056,0.6666666666666666
2024-126056,0.5
2024-126056,0.5833333333333334
2024-126056,0.3333333333333333
2024-126056,0.5833333333333334
2024-126056,0.5833333333333334
2024-126056,0.3333333333333333
2024-126056,0.6666666666666666
2024-126056,0.9166666666666666
2024-126056,0.5833333333333334
2024-126056,0.5833333333333334
2024-126056,0.5833333333333334
2024-126056,0.5833333333333334
2024-126056,0.5
2024-126056,0.5
2024-126056,0.5
2024-126326,0.06666666666666667
2024-126326,0.0
2024-126326,0.0
2024-126326,0.0
2024-126326,0.0
2024-126326,0.36666666666666664
2024-126326,0.5
2024-126326,0.0
2024-126326,0.0
2024-126326,0.0
2024-126326,0.43333333333333335
2024-126326,0.0
2024-126326,0.26666666666666666
2024-126326,0.0
2024-126326,0.06666666666666667
2024-126326,0.0
2024-126326,0.0
2024-126326,0.06666666666666667
2024-126326,0.3
2024-126326,0.13333333333333333
2024-126326,0.4
2024-126326,0.43333333333333335
2024-126326,0.36666666666666664
2024-126326,0.0
2024-126326,0.06666666666666667
2024-126326,0.2
2024-126326,0.0
2024-126326,0.0
2024-126326,0.03333333333333333
2024-126326,0.36666666666666664
2024-126326,0.1
2024-126326,0.23333333333333334
2024-126326,0.1
2024-126326,0.3333333333333333
2024-126326,0.5
2024-126326,0.06666666666666667
2024-126326,0.23333333333333334
2024-126326,0.0
2024-126326,0.0
2024-126326,0.3
2024-126326,0.0
2024-126326,0.0
2024-126326,0.2
2024-126326,0.4666666666666667
2024-126326,0.0
2024-126326,0.03333333333333333
2024-126326,0.0
2024-126326,0.0
2024-126326,0.23333333333333334
2024-126414,0.0
2024-126414,0.16666666666666666
2024-126414,0.25
2024-126414,0.25
2024-126414,0.3333333333333333
2024-126414,0.0
2024-126414,0.08333333333333333
2024-126414,0.0
2024-126414,0.16666666666666666
2024-126414,0.16666666666666666
2024-126414,0.08333333333333333
2024-126414,0.08333333333333333
2024-126414,0.16666666666666666
2024-126414,0.08333333333333333
2024-126414,0.0
2024-126414,0.3333333333333333
2024-126414,0.16666666666666666
2024-126414,0.0
2024-126414,0.25
2024-126414,0.0
2024-126414,0.08333333333333333
2024-126414,0.16666666666666666
2024-126414,0.08333333333333333
2024-126414,0.0
2024-126414,0.3333333333333333
2024-126414,0.25
2024-126414,0.0
2024-126414,0.0
2024-126414,0.16666666666666666
2024-126414,0.08333333333333333
2024-126414,0.08333333333333333
2024-126414,0.25
2024-126414,0.25
2024-126414,0.08333333333333333
2024-126414,0.0
2024-126414,0.16666666666666666
2024-126414,0.0
2024-126414,0.16666666666666666
2024-126414,0.16666666666666666
2024-126414,0.25
2024-126414,0.0
2024-126414,0.4166666666666667
2024-126414,0.16666666666666666
2024-126414,0.25
2024-126414,0.0
2024-126414,0.08333333333333333
2024-126414,0.16666666666666666
2024-126414,0.08333333333333333
2024-126414,0.0
2024-127266,0.3333333333333333
2024-127266,0.25
2024-127266,0.25
2024-127266,0.16666666666666666
2024-127266,0.3333333333333333
2024-127266,0.3333333333333333
2024-127266,0.16666666666666666
2024-127266,0.16666666666666666
2024-127266,0.4166666666666667
2024-127266,0.25
2024-127266,0.3333333333333333
2024-127266,0.16666666666666666
2024-127266,0.25
2024-127266,0.25
2024-127266,0.4166666666666667
2024-127266,0.3333333333333333
2024-127266,0.4166666666666667
2024-127266,0.3333333333333333
2024-127266,0.4166666666666667
2024-127266,0.4166666666666667
2024-127266,0.3333333333333333
2024-127266,0.3333333333333333
2024-127266,0.3333333333333333
2024-127266,0.3333333333333333
2024-127266,0.4166666666666667
2024-127266,0.3333333333333333
2024-127266,0.4166666666666667
2024-127266,0.3333333333333333
2024-127266,0.25
2024-127266,0.3333333333333333
2024-127266,0.3333333333333333
2024-127266,0.25
2024-127266,0.3333333333333333
2024-127266,0.16666666666666666
2024-127266,0.3333333333333333
2024-127266,0.25
2024-127266,0.4166666666666667
2024-127266,0.25
2024-127266,0.4166666666666667
2024-127266,0.4166666666666667
2024-127266,0.25
2024-127266,0.5
2024-127266,0.4166666666666667
2024-127266,0.5
2024-127266,0.25
2024-127266,0.16666666666666666
2024-127266,0.3333333333333333
2024-127266,0.5
2024-127266,0.3333333333333333
2024-127288,0.25
2024-127288,0.375
2024-127288,0.125
2024-127288,0.3125
2024-127288,0.1875
2024-127288,0.3125
2024-127288,0.375
2024-127288,0.25
2024-127288,0.3125
2024-127288,0.3125
2024-127288,0.4375
2024-127288,0.25
2024-127288,0.3125
2024-127288,0.3125
2024-127288,0.4375
2024-127288,0.25
2024-127288,0.375
2024-127288,0.3125
2024-127288,0.375
2024-127288,0.375
2024-127288,0.1875
2024-127288,0.5
2024-127288,0.3125
2024-127288,0.3125
2024-127288,0.1875
2024-127288,0.375
2024-127288,0.4375
2024-127288,0.375
2024-127288,0.1875
2024-127288,0.125
2024-127288,0.375
2024-127288,0.4375
2024-127288,0.3125
2024-127288,0.3125
2024-127288,0.25
2024-127288,0.375
2024-127288,0.1875
2024-127288,0.3125
2024-127288,0.375
2024-127288,0.375
2024-127288,0.3125
2024-127288,0.125
2024-127288,0.375
2024-127288,0.25
2024-127288,0.25
2024-127288,0.25
2024-127288,0.25
2024-127288,0.5
2024-127288,0.1875
2024-127349,0.16666666666666666
2024-127349,0.0
2024-127349,0.16666666666666666
2024-127349,0.16666666666666666
2024-127349,0.16666666666666666
2024-127349,0.08333333333333333
2024-127349,0.16666666666666666
2024-127349,0.25
2024-127349,0.16666666666666666
2024-127349,0.16666666666666666
2024-127349,0.16666666666666666
2024-127349,0.16666666666666666
2024-127349,0.16666666666666666
2024-127349,0.16666666666666666
2024-127349,0.08333333333333333
2024-127349,0.16666666666666666
2024-127349,0.16666666666666666
2024-127349,0.08333333333333333
2024-127349,0.25
2024-127349,0.25
2024-127349,0.08333333333333333
2024-127349,0.08333333333333333
2024-127349,0.0
2024-127349,0.16666666666666666
2024-127349,0.25
2024-127349,0.08333333333333333
2024-127349,0.08333333333333333
2024-127349,0.16666666666666666
2024-127349,0.25
2024-127349,0.16666666666666666
2024-127349,0.16666666666666666
2024-127349,0.25
2024-127349,0.16666666666666666
2024-127349,0.25
2024-127349,0.16666666666666666
2024-127349,0.16666666666666666
2024-127349,0.0
2024-127349,0.16666666666666666
2024-127349,0.08333333333333333
2024-127349,0.16666666666666666
2024-127349,0.25
2024-127349,0.16666666666666666
2024-127349,0.16666666666666666
2024-127349,0.16666666666666666
2024-127349,0.16666666666666666
2024-127349,0.25
2024-127349,0.08333333333333333
2024-127349,0.08333333333333333
2024-127349,0.16666666666666666
2024-127653,0.38461538461538464
2024-127653,0.38461538461538464
2024-127653,0.3076923076923077
2024-127653,0.3076923076923077
2024-127653,0.46153846153846156
2024-127653,0.38461538461538464
2024-127653,0.3076923076923077
2024-127653,0.46153846153846156
2024-127653,0.46153846153846156
2024-127653,0.38461538461538464
2024-127653,0.3076923076923077
2024-127653,0.38461538461538464
2024-127653,0.5384615384615384
2024-127653,0.46153846153846156
2024-127653,0.46153846153846156
2024-127653,0.3076923076923077
2024-127653,0.46153846153846156
2024-127653,0.3076923076923077
2024-127653,0.38461538461538464
2024-127653,0.46153846153846156
2024-127653,0.46153846153846156
2024-127653,0.5384615384615384
2024-127653,0.6153846153846154
2024-127653,0.3076923076923077
2024-127653,0.38461538461538464
2024-127653,0.46153846153846156
2024-127653,0.38461538461538464
2024-127653,0.46153846153846156
2024-127653,0.5384615384615384
2024-127653,0.46153846153846156
2024-127653,0.38461538461538464
2024-127653,0.3076923076923077
2024-127653,0.5384615384615384
2024-127653,0.6153846153846154
2024-127653,0.38461538461538464
2024-127653,0.38461538461538464
2024-127653,0.38461538461538464
2024-127653,0.46153846153846156
2024-127653,0.3076923076923077
2024-127653,0.46153846153846156
2024-127653,0.38461538461538464
2024-127653,0.5384615384615384
2024-127653,0.46153846153846156
2024-127653,0.38461538461538464
2024-127653,0.38461538461538464
2024-127653,0.38461538461538464
2024-127653,0.3076923076923077
2024-127653,0.38461538461538464
2024-127653,0.3076923076923077
2024-128311,0.16666666666666666
2024-128311,0.3333333333333333
2024-128311,0.16666666666666666
2024-128311,0.25
2024-128311,0.16666666666666666
2024-128311,0.25
2024-128311,0.25
2024-128311,0.25
2024-128311,0.16666666666666666
2024-128311,0.25
2024-128311,0.25
2024-128311,0.25
2024-128311,0.25
2024-128311,0.16666666666666666
2024-128311,0.25
2024-128311,0.25
2024-128311,0.25
2024-128311,0.25
2024-128311,0.16666666666666666
2024-128311,0.16666666666666666
2024-128311,0.25
2024-128311,0.25
2024-128311,0.16666666666666666
2024-128311,0.25
2024-128311,0.16666666666666666
2024-128311,0.25
2024-128311,0.16666666666666666
2024-128311,0.25
2024-128311,0.25
2024-128311,0.25
2024-128311,0.25
2024-128311,0.25
2024-128311,0.25
2024-128311,0.25
2024-128311,0.16666666666666666
2024-128311,0.25
2024-128311,0.25
2024-128311,0.25
2024-128311,0.25
2024-128311,0.16666666666666666
2024-128311,0.25
2024-128311,0.16666666666666666
2024-128311,0.25
2024-128311,0.3333333333333333
2024-128311,0.25
2024-128311,0.16666666666666666
2024-128311,0.25
2024-128311,0.25
2024-128311,0.25
2024-12875,0.25
2024-12875,0.4166666666666667
2024-12875,0.4166666666666667
2024-12875,0.25
2024-12875,0.5
2024-12875,0.5
2024-12875,0.25
2024-12875,0.25
2024-12875,0.4166666666666667
2024-12875,0.3333333333333333
2024-12875,0.3333333333333333
2024-12875,0.25
2024-12875,0.3333333333333333
2024-12875,0.4166666666666667
2024-12875,0.3333333333333333
2024-12875,0.25
2024-12875,0.4166666666666667
2024-12875,0.3333333333333333
2024-12875,0.4166666666666667
2024-12875,0.25
2024-12875,0.4166666666666667
2024-12875,0.3333333333333333
2024-12875,0.3333333333333333
2024-12875,0.3333333333333333
2024-12875,0.5
2024-12875,0.4166666666666667
2024-12875,0.5833333333333334
2024-12875,0.5
2024-12875,0.5
2024-12875,0.4166666666666667
2024-12875,0.3333333333333333
2024-12875,0.4166666666666667
2024-12875,0.5
2024-12875,0.5
2024-12875,0.25
2024-12875,0.5833333333333334
2024-12875,0.25
2024-12875,0.3333333333333333
2024-12875,0.4166666666666667
2024-12875,0.25
2024-12875,0.4166666666666667
2024-12875,0.4166666666666667
2024-12875,0.4166666666666667
2024-12875,0.5
2024-12875,0.3333333333333333
2024-12875,0.3333333333333333
2024-12875,0.5833333333333334
2024-12875,0.3333333333333333
2024-12875,0.3333333333333333
2024-128784,0.45
2024-128784,0.5
2024-128784,0.55
2024-128784,0.55
2024-128784,0.7
2024-128784,0.5
2024-128784,0.45
2024-128784,0.55
2024-128784,0.45
2024-128784,0.4
2024-128784,0.45
2024-128784,0.45
2024-128784,0.6
2024-128784,0.5
2024-128784,0.5
2024-128784,0.55
2024-128784,0.6
2024-128784,0.5
2024-128784,0.5
2024-128784,0.45
2024-128784,0.5
2024-128784,0.5
2024-128784,0.65
2024-128784,0.7
2024-128784,0.45
2024-128784,0.55
2024-128784,0.4
2024-128784,0.45
2024-128784,0.5
2024-128784,0.6
2024-128784,0.55
2024-128784,0.55
2024-128784,0.45
2024-128784,0.6
2024-128784,0.4
2024-128784,0.4
2024-128784,0.5
2024-128784,0.6
2024-128784,0.6
2024-128784,0.5
2024-128784,0.55
2024-128784,0.45
2024-128784,0.35
2024-128784,0.55
2024-128784,0.55
2024-128784,0.55
2024-128784,0.65
2024-128784,0.55
2024-128784,0.5
2024-129062,0.0625
2024-129062,0.25
2024-129062,0.25
2024-129062,0.3125
2024-129062,0.125
2024-129062,0.3125
2024-129062,0.125
2024-129062,0.3125
2024-129062,0.25
2024-129062,0.1875
2024-129062,0.375
2024-129062,0.125
2024-129062,0.25
2024-129062,0.1875
2024-129062,0.1875
2024-129062,0.125
2024-129062,0.1875
2024-129062,0.25
2024-129062,0.25
2024-129062,0.125
2024-129062,0.3125
2024-129062,0.125
2024-129062,0.0625
2024-129062,0.1875
2024-129062,0.1875
2024-129062,0.1875
2024-129062,0.1875
2024-129062,0.1875
2024-129062,0.1875
2024-129062,0.1875
2024-129062,0.125
2024-129062,0.1875
2024-129062,0.1875
2024-129062,0.1875
2024-129062,0.25
2024-129062,0.125
2024-129062,0.125
2024-129062,0.125
2024-129062,0.1875
2024-129062,0.125
2024-129062,0.1875
2024-129062,0.375
2024-129062,0.1875
2024-129062,0.25
2024-129062,0.1875
2024-129062,0.1875
2024-129062,0.1875
2024-129062,0.125
2024-129062,0.25
2024-129925,0.4166666666666667
2024-129925,0.6666666666666666
2024-129925,0.6666666666666666
2024-129925,0.5833333333333334
2024-129925,0.5
2024-129925,0.5833333333333334
2024-129925,0.4166666666666667
2024-129925,0.6666666666666666
2024-129925,0.6666666666666666
2024-129925,0.5
2024-129925,0.25
2024-129925,0.6666666666666666
2024-129925,0.6666666666666666
2024-129925,0.6666666666666666
2024-129925,0.6666666666666666
2024-129925,0.4166666666666667
2024-129925,0.4166666666666667
2024-129925,0.6666666666666666
2024-129925,0.6666666666666666
2024-129925,0.4166666666666667
2024-129925,0.4166666666666667
2024-129925,0.5833333333333334
2024-129925,0.5
2024-129925,0.6666666666666666
2024-129925,0.5
2024-129925,0.6666666666666666
2024-129925,0.5833333333333334
2024-129925,0.4166666666666667
2024-129925,0.6666666666666666
2024-129925,0.4166666666666667
2024-129925,0.6666666666666666
2024-129925,0.5833333333333334
2024-129925,0.6666666666666666
2024-129925,0.5833333333333334
2024-129925,0.5833333333333334
2024-129925,0.5833333333333334
2024-129925,0.5
2024-129925,0.6666666666666666
2024-129925,0.6666666666666666
2024-129925,0.6666666666666666
2024-129925,0.6666666666666666
2024-129925,0.6666666666666666
2024-129925,0.5
2024-129925,0.6666666666666666
2024-129925,0.6666666666666666
2024-129925,0.5
2024-129925,0.25
2024-129925,0.6666666666666666
2024-129925,0.4166666666666667
2024-131116,0.5833333333333334
2024-131116,0.4166666666666667
2024-131116,0.4166666666666667
2024-131116,0.5
2024-131116,0.5833333333333334
2024-131116,0.5
2024-131116,0.3333333333333333
2024-131116,0.5
2024-131116,0.0
2024-131116,0.4166666666666667
2024-131116,0.5833333333333334
2024-131116,0.25
2024-131116,0.5833333333333334
2024-131116,0.25
2024-131116,0.4166666666666667
2024-131116,0.5833333333333334
2024-131116,0.5833333333333334
2024-131116,0.5
2024-131116,0.3333333333333333
2024-131116,0.5833333333333334
2024-131116,0.4166666666666667
2024-131116,0.5833333333333334
2024-131116,0.6666666666666666
2024-131116,0.16666666666666666
2024-131116,0.0
2024-131116,0.5833333333333334
2024-131116,0.4166666666666667
2024-131116,0.5
2024-131116,0.25
2024-131116,0.4166666666666667
2024-131116,0.08333333333333333
2024-131116,0.6666666666666666
2024-131116,0.3333333333333333
2024-131116,0.0
2024-131116,0.5833333333333334
2024-131116,0.0
2024-131116,0.4166666666666667
2024-131116,0.25
2024-131116,0.0
2024-131116,0.3333333333333333
2024-131116,0.4166666666666667
2024-131116,0.5833333333333334
2024-131116,0.5833333333333334
2024-131116,0.25
2024-131116,0.4166666666666667
2024-131116,0.4166666666666667
2024-131116,0.4166666666666667
2024-131116,0.4166666666666667
2024-131116,0.3333333333333333
2024-133137,0.16666666666666666
2024-133137,0.3333333333333333
2024-133137,0.3333333333333333
2024-133137,0.25
2024-133137,0.25
2024-133137,0.25
2024-133137,0.16666666666666666
2024-133137,0.25
2024-133137,0.0
2024-133137,0.25
2024-133137,0.25
2024-133137,0.3333333333333333
2024-133137,0.4166666666666667
2024-133137,0.25
2024-133137,0.25
2024-133137,0.25
2024-133137,0.16666666666666666
2024-133137,0.25
2024-133137,0.0
2024-133137,0.0
2024-133137,0.3333333333333333
2024-133137,0.4166666666666667
2024-133137,0.25
2024-133137,0.25
2024-133137,0.16666666666666666
2024-133137,0.25
2024-133137,0.4166666666666667
2024-133137,0.25
2024-133137,0.4166666666666667
2024-133137,0.3333333333333333
2024-133137,0.25
2024-133137,0.16666666666666666
2024-133137,0.25
2024-133137,0.4166666666666667
2024-133137,0.25
2024-133137,0.25
2024-133137,0.25
2024-133137,0.16666666666666666
2024-133137,0.25
2024-133137,0.16666666666666666
2024-133137,0.08333333333333333
2024-133137,0.3333333333333333
2024-133137,0.25
2024-133137,0.25
2024-133137,0.25
2024-133137,0.3333333333333333
