query_id,method,rv_bert,rv_e5
2024-145979,mugi_3,0.0016683567082509398,0.00038194991066120565
2024-145979,mugi_4,0.0016683567082509398,0.00038194991066120565
2024-145979,mugi_5,0.0016683567082509398,0.00038194991066120565
2024-145979,qa_expand_1,0.0016683567082509398,0.00038194991066120565
2024-145979,qa_expand_2,0.0016683567082509398,0.00038194991066120565
2024-145979,qa_expand_3,0.0016683567082509398,0.00038194991066120565
2024-145979,qa_expand_4,0.0016683567082509398,0.00038194991066120565
2024-145979,qa_expand_5,0.0016683567082509398,0.00038194991066120565
2024-145979,query2doc_1,0.0016683567082509398,0.00038194991066120565
2024-145979,query2doc_2,0.0016683567082509398,0.00038194991066120565
2024-145979,query2doc_3,0.0016683567082509398,0.00038194991066120565
2024-145979,query2doc_4,0.0016683567082509398,0.00038194991066120565
2024-145979,query2doc_5,0.0016683567082509398,0.00038194991066120565
2024-145979,query2e_1,0.0016683567082509398,0.00038194991066120565
2024-145979,query2e_2,0.0016683567082509398,0.00038194991066120565
2024-145979,query2e_3,0.0016683567082509398,0.00038194991066120565
2024-145979,query2e_4,0.0016683567082509398,0.00038194991066120565
2024-145979,query2e_5,0.0016683567082509398,0.00038194991066120565
2024-152259,original_None,0.0020818267948925495,0.0003858952550217509
2024-152259,genqr_1,0.0020818267948925495,0.0003858952550217509
2024-152259,genqr_2,0.0020818267948925495,0.0003858952550217509
2024-152259,genqr_3,0.0020818267948925495,0.0003858952550217509
2024-152259,genqr_4,0.0020818267948925495,0.0003858952550217509
2024-152259,genqr_5,0.0020818267948925495,0.0003858952550217509
2024-152259,genqr_ensemble_1,0.0020818267948925495,0.0003858952550217509
2024-152259,genqr_ensemble_2,0.0020818267948925495,0.0003858952550217509
2024-152259,genqr_ensemble_3,0.0020818267948925495,0.0003858952550217509
2024-152259,genqr_ensemble_4,0.0020818267948925495,0.0003858952550217509
2024-152259,genqr_ensemble_5,0.0020818267948925495,0.0003858952550217509
2024-152259,mugi_1,0.0020818267948925495,0.0003858952550217509
2024-152259,mugi_2,0.0020818267948925495,0.0003858952550217509
2024-152259,mugi_3,0.0020818267948925495,0.0003858952550217509
2024-152259,mugi_4,0.0020818267948925495,0.0003858952550217509
2024-152259,mugi_5,0.0020818267948925495,0.0003858952550217509
2024-152259,qa_expand_1,0.0020818267948925495,0.0003858952550217509
2024-152259,qa_expand_2,0.0020818267948925495,0.0003858952550217509
2024-152259,qa_expand_3,0.0020818267948925495,0.0003858952550217509
2024-152259,qa_expand_4,0.0020818267948925495,0.0003858952550217509
2024-152259,qa_expand_5,0.0020818267948925495,0.0003858952550217509
2024-152259,query2doc_1,0.0020818267948925495,0.0003858952550217509
2024-152259,query2doc_2,0.0020818267948925495,0.0003858952550217509
2024-152259,query2doc_3,0.0020818267948925495,0.0003858952550217509
2024-152259,query2doc_4,0.0020818267948925495,0.0003858952550217509
2024-152259,query2doc_5,0.0020818267948925495,0.0003858952550217509
2024-152259,query2e_1,0.0020818267948925495,0.0003858952550217509
2024-152259,query2e_2,0.0020818267948925495,0.0003858952550217509
2024-152259,query2e_3,0.0020818267948925495,0.0003858952550217509
2024-152259,query2e_4,0.0020818267948925495,0.0003858952550217509
2024-152259,query2e_5,0.0020818267948925495,0.0003858952550217509
2024-152817,original_None,0.0015000058338046074,0.000379532779334113
2024-152817,genqr_1,0.0015000058338046074,0.000379532779334113
2024-152817,genqr_2,0.0015000058338046074,0.000379532779334113
2024-152817,genqr_3,0.0015000058338046074,0.000379532779334113
2024-152817,genqr_4,0.0015000058338046074,0.000379532779334113
2024-152817,genqr_5,0.0015000058338046074,0.000379532779334113
2024-152817,genqr_ensemble_1,0.0015000058338046074,0.000379532779334113
2024-152817,genqr_ensemble_2,0.0015000058338046074,0.000379532779334113
2024-152817,genqr_ensemble_3,0.0015000058338046074,0.000379532779334113
2024-152817,genqr_ensemble_4,0.0015000058338046074,0.000379532779334113
2024-152817,genqr_ensemble_5,0.0015000058338046074,0.000379532779334113
2024-152817,mugi_1,0.0015000058338046074,0.000379532779334113
2024-152817,mugi_2,0.0015000058338046074,0.000379532779334113
2024-152817,mugi_3,0.0015000058338046074,0.000379532779334113
2024-152817,mugi_4,0.0015000058338046074,0.000379532779334113
2024-152817,mugi_5,0.0015000058338046074,0.000379532779334113
2024-152817,qa_expand_1,0.0015000058338046074,0.000379532779334113
2024-152817,qa_expand_2,0.0015000058338046074,0.000379532779334113
2024-152817,qa_expand_3,0.0015000058338046074,0.000379532779334113
2024-152817,qa_expand_4,0.0015000058338046074,0.000379532779334113
2024-152817,qa_expand_5,0.0015000058338046074,0.000379532779334113
2024-152817,query2doc_1,0.0015000058338046074,0.000379532779334113
2024-152817,query2doc_2,0.0015000058338046074,0.000379532779334113
2024-152817,query2doc_3,0.0015000058338046074,0.000379532779334113
2024-152817,query2doc_4,0.0015000058338046074,0.000379532779334113
2024-152817,query2doc_5,0.0015000058338046074,0.000379532779334113
2024-152817,query2e_1,0.0015000058338046074,0.000379532779334113
2024-152817,query2e_2,0.0015000058338046074,0.000379532779334113
2024-152817,query2e_3,0.0015000058338046074,0.000379532779334113
2024-152817,query2e_4,0.0015000058338046074,0.000379532779334113
2024-152817,query2e_5,0.0015000058338046074,0.000379532779334113
2024-153051,original_None,0.0016714328667148948,0.0003699178632814437
2024-153051,genqr_1,0.0016714328667148948,0.0003699178632814437
2024-153051,genqr_2,0.0016714328667148948,0.0003699178632814437
2024-153051,genqr_3,0.0016714328667148948,0.0003699178632814437
2024-153051,genqr_4,0.0016714328667148948,0.0003699178632814437
2024-153051,genqr_5,0.0016714328667148948,0.0003699178632814437
2024-153051,genqr_ensemble_1,0.0016714328667148948,0.0003699178632814437
2024-153051,genqr_ensemble_2,0.0016714328667148948,0.0003699178632814437
2024-153051,genqr_ensemble_3,0.0016714328667148948,0.0003699178632814437
2024-153051,genqr_ensemble_4,0.0016714328667148948,0.0003699178632814437
2024-153051,genqr_ensemble_5,0.0016714328667148948,0.0003699178632814437
2024-153051,mugi_1,0.0016714328667148948,0.0003699178632814437
2024-153051,mugi_2,0.0016714328667148948,0.0003699178632814437
2024-153051,mugi_3,0.0016714328667148948,0.0003699178632814437
2024-153051,mugi_4,0.0016714328667148948,0.0003699178632814437
2024-153051,mugi_5,0.0016714328667148948,0.0003699178632814437
2024-153051,qa_expand_1,0.0016714328667148948,0.0003699178632814437
2024-153051,qa_expand_2,0.0016714328667148948,0.0003699178632814437
2024-153051,qa_expand_3,0.0016714328667148948,0.0003699178632814437
2024-153051,qa_expand_4,0.0016714328667148948,0.0003699178632814437
2024-153051,qa_expand_5,0.0016714328667148948,0.0003699178632814437
2024-153051,query2doc_1,0.0016714328667148948,0.0003699178632814437
2024-153051,query2doc_2,0.0016714328667148948,0.0003699178632814437
2024-153051,query2doc_3,0.0016714328667148948,0.0003699178632814437
2024-153051,query2doc_4,0.0016714328667148948,0.0003699178632814437
2024-153051,query2doc_5,0.0016714328667148948,0.0003699178632814437
2024-153051,query2e_1,0.0016714328667148948,0.0003699178632814437
2024-153051,query2e_2,0.0016714328667148948,0.0003699178632814437
2024-153051,query2e_3,0.0016714328667148948,0.0003699178632814437
2024-153051,query2e_4,0.0016714328667148948,0.0003699178632814437
2024-153051,query2e_5,0.0016714328667148948,0.0003699178632814437
2024-158261,original_None,0.0016754724783822894,0.000381901249056682
2024-158261,genqr_1,0.0016754724783822894,0.000381901249056682
2024-158261,genqr_2,0.0016754724783822894,0.000381901249056682
2024-158261,genqr_3,0.0016754724783822894,0.000381901249056682
2024-158261,genqr_4,0.0016754724783822894,0.000381901249056682
2024-158261,genqr_5,0.0016754724783822894,0.000381901249056682
2024-158261,genqr_ensemble_1,0.0016754724783822894,0.000381901249056682
2024-158261,genqr_ensemble_2,0.0016754724783822894,0.000381901249056682
2024-158261,genqr_ensemble_3,0.0016754724783822894,0.000381901249056682
2024-158261,genqr_ensemble_4,0.0016754724783822894,0.000381901249056682
2024-158261,genqr_ensemble_5,0.0016754724783822894,0.000381901249056682
2024-158261,mugi_1,0.0016754724783822894,0.000381901249056682
2024-158261,mugi_2,0.0016754724783822894,0.000381901249056682
2024-158261,mugi_3,0.0016754724783822894,0.000381901249056682
2024-158261,mugi_4,0.0016754724783822894,0.000381901249056682
2024-158261,mugi_5,0.0016754724783822894,0.000381901249056682
2024-158261,qa_expand_1,0.0016754724783822894,0.000381901249056682
2024-158261,qa_expand_2,0.0016754724783822894,0.000381901249056682
2024-158261,qa_expand_3,0.0016754724783822894,0.000381901249056682
2024-158261,qa_expand_4,0.0016754724783822894,0.000381901249056682
2024-158261,qa_expand_5,0.0016754724783822894,0.000381901249056682
2024-158261,query2doc_1,0.0016754724783822894,0.000381901249056682
2024-158261,query2doc_2,0.0016754724783822894,0.000381901249056682
2024-158261,query2doc_3,0.0016754724783822894,0.000381901249056682
2024-158261,query2doc_4,0.0016754724783822894,0.000381901249056682
2024-158261,query2doc_5,0.0016754724783822894,0.000381901249056682
2024-158261,query2e_1,0.0016754724783822894,0.000381901249056682
2024-158261,query2e_2,0.0016754724783822894,0.000381901249056682
2024-158261,query2e_3,0.0016754724783822894,0.000381901249056682
2024-158261,query2e_4,0.0016754724783822894,0.000381901249056682
2024-158261,query2e_5,0.0016754724783822894,0.000381901249056682
2024-158677,original_None,0.0020817480981349945,0.0003943779447581619
2024-158677,genqr_1,0.0020817480981349945,0.0003943779447581619
2024-158677,genqr_2,0.0020817480981349945,0.0003943779447581619
2024-158677,genqr_3,0.0020817480981349945,0.0003943779447581619
2024-158677,genqr_4,0.0020817480981349945,0.0003943779447581619
2024-158677,genqr_5,0.0020817480981349945,0.0003943779447581619
2024-158677,genqr_ensemble_1,0.0020817480981349945,0.0003943779447581619
2024-158677,genqr_ensemble_2,0.0020817480981349945,0.0003943779447581619
2024-158677,genqr_ensemble_3,0.0020817480981349945,0.0003943779447581619
2024-158677,genqr_ensemble_4,0.0020817480981349945,0.0003943779447581619
2024-158677,genqr_ensemble_5,0.0020817480981349945,0.0003943779447581619
2024-158677,mugi_1,0.0020817480981349945,0.0003943779447581619
2024-158677,mugi_2,0.0020817480981349945,0.0003943779447581619
2024-158677,mugi_3,0.0020817480981349945,0.0003943779447581619
2024-158677,mugi_4,0.0020817480981349945,0.0003943779447581619
2024-158677,mugi_5,0.0020817480981349945,0.0003943779447581619
2024-158677,qa_expand_1,0.0020817480981349945,0.0003943779447581619
2024-158677,qa_expand_2,0.0020817480981349945,0.0003943779447581619
2024-158677,qa_expand_3,0.0020817480981349945,0.0003943779447581619
2024-158677,qa_expand_4,0.0020817480981349945,0.0003943779447581619
2024-158677,qa_expand_5,0.0020817480981349945,0.0003943779447581619
2024-158677,query2doc_1,0.0020817480981349945,0.0003943779447581619
2024-158677,query2doc_2,0.0020817480981349945,0.0003943779447581619
2024-158677,query2doc_3,0.0020817480981349945,0.0003943779447581619
2024-158677,query2doc_4,0.0020817480981349945,0.0003943779447581619
2024-158677,query2doc_5,0.0020817480981349945,0.0003943779447581619
2024-158677,query2e_1,0.0020817480981349945,0.0003943779447581619
2024-158677,query2e_2,0.0020817480981349945,0.0003943779447581619
2024-158677,query2e_3,0.0020817480981349945,0.0003943779447581619
2024-158677,query2e_4,0.0020817480981349945,0.0003943779447581619
2024-158677,query2e_5,0.0020817480981349945,0.0003943779447581619
2024-158743,original_None,0.0018724718829616904,0.0003885482146870345
2024-158743,genqr_1,0.0018724718829616904,0.0003885482146870345
2024-158743,genqr_2,0.0018724718829616904,0.0003885482146870345
2024-158743,genqr_3,0.0018724718829616904,0.0003885482146870345
2024-158743,genqr_4,0.0018724718829616904,0.0003885482146870345
2024-158743,genqr_5,0.0018724718829616904,0.0003885482146870345
2024-158743,genqr_ensemble_1,0.0018724718829616904,0.0003885482146870345
2024-158743,genqr_ensemble_2,0.0018724718829616904,0.0003885482146870345
2024-158743,genqr_ensemble_3,0.0018724718829616904,0.0003885482146870345
2024-158743,genqr_ensemble_4,0.0018724718829616904,0.0003885482146870345
2024-158743,genqr_ensemble_5,0.0018724718829616904,0.0003885482146870345
2024-158743,mugi_1,0.0018724718829616904,0.0003885482146870345
2024-158743,mugi_2,0.0018724718829616904,0.0003885482146870345
2024-158743,mugi_3,0.0018724718829616904,0.0003885482146870345
2024-158743,mugi_4,0.0018724718829616904,0.0003885482146870345
2024-158743,mugi_5,0.0018724718829616904,0.0003885482146870345
2024-158743,qa_expand_1,0.0018724718829616904,0.0003885482146870345
2024-158743,qa_expand_2,0.0018724718829616904,0.0003885482146870345
2024-158743,qa_expand_3,0.0018724718829616904,0.0003885482146870345
